S.No,0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62
,ID_REF,GSM877126,GSM877127,GSM877128,GSM877129,GSM877130,GSM877131,GSM877132,GSM877133,GSM877134,GSM877135,GSM877136,GSM877137,GSM877138,GSM877139,GSM877140,GSM877141,GSM877142,GSM877143,GSM877144,GSM877145,GSM877146,GSM877147,GSM877148,GSM877149,GSM877150,GSM877151,GSM877152,GSM877153,GSM877154,GSM877155,GSM877156,GSM877157,GSM877158,GSM877159,GSM877160,GSM877161,GSM877162,GSM877163,GSM877164,GSM877165,GSM877166,GSM877167,GSM877168,GSM877169,GSM877170,GSM877171,GSM877173,GSM877174,GSM877175,GSM877176,GSM877177,GSM877178,GSM877179,GSM877180,GSM877181,GSM877182,GSM877183,GSM877184,GSM877185,GSM877186,GSM877187,GSM877188
19,1552266_at,2.837637441,2.408521656,2.8007160030000002,2.6591918,2.556626575,2.721034219,2.7174196569999998,2.7275435580000003,3.1925939789999997,3.0353370060000002,2.859382263,2.728882464,3.0562413860000004,2.794393434,3.473024273,2.545942999,2.5497450440000002,2.883077034,2.729350324,3.1463613489999998,2.83422326,2.6791154919999998,2.78938022,2.946100158,3.9455138880000002,2.910947222,3.149081657,2.949366734,2.88084738,2.883256111,3.1676302360000004,2.5011205519999997,2.447912463,2.611062598,2.94302696,4.014125745,2.800090426,2.9206062999999998,3.124400563,2.535908864,4.078892395,3.285111047,3.116469927,2.9668964860000004,2.645195461,3.3693055060000003,3.647862588,2.960923381,2.982286194,3.575494633,2.770428952,2.8278941910000004,2.833117472,2.623925364,2.8408764389999996,2.85853851,2.56560856,2.707832979,2.780564144,2.591502578,2.612812399,2.8759563160000003
20,1552269_at,3.024118765,2.94295623,2.8450710210000003,3.280928921,2.872372511,3.0869843539999997,2.92335602,3.4948959810000004,3.050540097,3.320420662,2.8679498310000002,2.999134316,2.77392406,3.072703193,2.9289374739999996,2.9057731889999996,2.67118191,3.0469421569999997,2.7968711639999997,2.827906758,2.74923499,2.697259542,3.004758327,3.0029623689999996,2.839874201,2.9378918360000004,2.9990854380000003,2.968180665,3.088161064,3.001113384,3.379842567,2.7584871539999996,2.7733007460000003,3.398946612,3.162627337,3.0707887510000003,2.904971124,2.8705827239999997,2.94705692,2.867245821,2.8529425269999997,2.96461137,2.880575248,2.943220303,2.7739171000000002,2.6848509160000003,2.996869631,2.876749486,2.956671605,2.859009781,3.011503399,2.797615416,2.9651247169999997,2.6297363259999997,2.735055894,4.006160321,2.9539798580000003,3.1953886939999996,3.462093982,2.8833142589999996,2.8445028960000003,2.569883349
21,1552271_at,4.5616163169999995,3.882599555,4.749350081,4.3332459430000005,4.4384105080000005,4.229904106,4.5154541319999995,4.350266766,4.459107081,4.92896697,4.634157321,4.934950729,4.61086495,4.59818958,5.300768758999999,4.678448624,4.385015186,4.435977061,5.150176339,4.331143563,4.666274432,4.7198696380000005,4.731960371,4.519063742,4.834963289,4.6647980360000005,4.556180992,4.63460172,4.603357098,4.33894149,3.888453583,4.961624937,4.780558731,4.615668655,4.803319055,5.137808872,4.535401633999999,4.79569543,5.230489801,4.510780014,4.452059988,4.530662446,4.63225841,4.586428312,4.812070428999999,4.541481929,4.163821123,4.647615647,4.620758511,4.57311614,4.577155594,4.803597477,4.500730825,4.477184255,4.466660632,4.485807152,4.560223475,4.659396706,4.378440273,4.55139758,4.507231366,4.59584621
22,1552272_a_at,4.371034611000001,4.264255078,5.269891826,4.509829178,3.997674876,4.188447946,4.17216097,4.091387546,5.084225476,4.197333813,4.560101259,4.838923397,4.556459618,4.096556124,5.260286608,4.906484236,3.921601649,4.031021829,4.7797296760000005,4.155726305,4.123676555,4.401091794,4.223949451,4.84497056,4.64927423,4.199283323,3.9775459239999997,4.216395854,4.3766415489999995,4.2940935069999995,3.99990291,4.889415746,4.289784382,4.27380025,4.185610577,4.734493152,4.5619715560000005,3.970116922,4.712669665,4.249381657,3.903899127,4.615018507,4.223077261999999,4.393893147,4.6528405710000005,4.284571523,4.404365523,4.8255170210000005,4.5294278310000005,4.682544615,4.383461612,4.598041111000001,4.327766672,4.249040161,4.302849807,4.491763163,4.617938185,4.232677012,4.57981449,3.978122416,4.15090658,4.29493673
23,1552274_at,6.1208741820000006,6.112271601000001,4.948306279,6.3255483120000005,6.070412423,6.39382762,6.2383737429999995,5.811504105,6.017418431,6.263555406,6.0289293,5.856147166,5.941498602,6.247721446,5.183823626000001,6.26971627,7.4381805860000005,6.081669675,5.385802257000001,6.351925775,6.004950153999999,5.456451194,5.723668706000001,6.1145253010000005,6.40821812,6.080001396,6.009462247999999,6.07212101,5.941120112,6.490070715,6.241081389,6.760069811,6.385112406,5.9525496989999995,5.452634976000001,5.610568194,5.802782722999999,7.23723316,5.364585323,6.702029627000001,6.226961181,6.316590657999999,5.966235955,6.3565664989999995,6.135490677999999,5.73295398,6.350992842999999,6.23395582,6.14447938,5.735883439,6.098876727,5.051449876,6.449427319,5.962509373,6.339682878,5.392923771,5.40132369,6.394328234,6.897208707000001,5.193063046000001,6.058594772,6.177014615
24,1552275_s_at,4.36197617,4.974504855,4.1517207339999995,4.535780228,5.086089244,4.552850988,4.732919313,4.57907503,4.532852893,5.2871603810000005,4.632373822,4.4251302710000004,4.610327573,4.882066291,4.171950497,4.894026868,5.583065265,4.892343923,4.60046207,4.397685131,5.004736245,3.790258239,4.517804788,4.626719693,5.201706797,4.207153149,4.649446976,4.0886795,4.5491878130000005,5.343588509,4.360237993999999,5.17797171,5.191937402,4.579084863,4.329638106,4.362842478999999,4.2342753769999995,5.974485102999999,4.574634649,5.246022841,4.58294763,4.831376328999999,4.7900881239999995,5.033583688,4.940271186,4.62304935,5.036601883,4.85501348,5.342325047,4.4204305989999995,4.700762246,4.333556354,4.4090719830000005,4.823794482,4.850175415,3.7824295919999997,4.239736708,5.164536715,5.266254671,3.9796023760000003,4.377357108,4.315594557
25,1552276_a_at,4.765516516,4.4821784760000005,4.577981345,4.4177991080000005,4.243861397,4.128376738,4.187085501,4.874766759,4.1689160339999995,4.395245483,4.451713543,4.188268288,4.412504504,4.514164043,4.859205073,4.404853212,4.346556798,4.310452307,4.773271449,4.544079877,4.453172443,4.476653689,4.401550983,4.400086568,4.53938951,4.320019721,4.360626089,4.530599075,4.359216911,4.386249567,4.443805103,4.424455153,4.217572376000001,4.626216676,4.249722488,4.82681795,4.537026132,4.583274832,4.331084409,4.386379468,4.1322599680000005,4.2608897269999995,4.455851274,4.297315505,4.487338639,4.829882665,4.025223231,4.320717654,4.064762049,4.4447198310000005,4.354920687,4.251186333,4.513497947,4.443618678,4.458251691,4.708289634,4.313260653,4.449108935,4.165161795,4.080317322,4.361756524,4.473271166
26,1552277_a_at,7.101751468,7.397170104,7.800087042,7.025962882999999,7.723244951,7.476669602,7.053317865,7.105018731,6.981352014,7.280953237,6.936720598,6.187010686,7.2037101329999995,7.162327953999999,6.973248377999999,7.043562932,8.17182673,7.26849976,9.072850492,7.241354324,7.255549807,9.086697398,7.225635284,7.846266233,6.7533412760000004,6.601570473,6.941124262000001,6.933556546,7.051112644,7.8419524460000005,7.291349652999999,6.762989792000001,7.256270506,8.367980926,7.465601438999999,7.473392822,7.9173609460000005,6.965536922,7.552089217000001,7.596024243,7.685542433999999,7.277382342999999,7.306573567,7.260146396000001,7.382479726000001,6.464079161,6.722398191,6.734106596,6.868443722,7.102145058,7.842552563,6.570524896,6.80943444,7.201294125,7.563679421000001,6.913532818999999,7.351476976,7.352616167000001,7.046733306,7.527518333,6.406430697999999,6.836843588
27,1552278_a_at,3.900316842,4.620964869,4.2313651519999995,4.167651102,4.286985737,4.677502341,4.329763388,5.293437455,4.1269793980000005,4.071118253,4.1269793980000005,4.6169384860000005,5.062731534,4.482427176,4.568127227,4.4075025530000005,4.26082407,4.4450175860000005,4.977789815,4.131331887,4.131044674,4.543479178,5.188325258,4.075735815,4.376694091,4.60257341,4.9686480180000006,5.108685306,4.547219345,4.783768342,5.5585982629999995,4.185023203,4.212153175,4.231784696,4.296328336,4.445592281000001,4.349428757,4.204250871,4.379359937,4.171479795,4.350137926,4.410458985,4.695795156,5.227184464,4.691981386,4.7982250330000005,4.321088897,4.696416426,4.465584754,4.0082233060000005,4.017613465,4.737474553999999,4.746743897,4.239878504,3.966100518,4.437051523,4.494574274,4.18127276,4.447198619,4.44462716,4.716381735,3.859230355
28,1552279_a_at,5.035382257,5.417600007000001,5.2612863910000005,5.284252634,5.68322571,5.3666908069999995,5.412911241000001,6.120105305,5.44252186,5.00607754,5.353607145,5.714468898,5.404581103,5.413539363,5.572617621,5.27533088,5.511123669,5.414980902999999,5.78450453,5.0939702030000005,5.605376304,5.4326378570000005,5.83934612,4.901536361000001,4.994494614,5.319953087,5.578163576000001,5.760841232000001,5.546913114,5.6909139,5.848633651,5.248140951,5.108448593,5.0140339130000005,5.456077444,5.5410346960000005,5.026364323999999,5.068737044,5.250801309,5.231251523,5.542423853,6.006816912000001,5.435348306,5.85534281,5.28040446,5.896726995,5.413574185,5.707912491,5.234004446,5.013315142,5.456246511,5.52286286,5.530091867,5.41276454,4.482247793,5.287570958,5.3623498739999995,4.973021213,5.128962554,5.843416894,5.150940616000001,4.930304712
