S.No,0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62
,ID_REF,GSM877126,GSM877127,GSM877128,GSM877129,GSM877130,GSM877131,GSM877132,GSM877133,GSM877134,GSM877135,GSM877136,GSM877137,GSM877138,GSM877139,GSM877140,GSM877141,GSM877142,GSM877143,GSM877144,GSM877145,GSM877146,GSM877147,GSM877148,GSM877149,GSM877150,GSM877151,GSM877152,GSM877153,GSM877154,GSM877155,GSM877156,GSM877157,GSM877158,GSM877159,GSM877160,GSM877161,GSM877162,GSM877163,GSM877164,GSM877165,GSM877166,GSM877167,GSM877168,GSM877169,GSM877170,GSM877171,GSM877173,GSM877174,GSM877175,GSM877176,GSM877177,GSM877178,GSM877179,GSM877180,GSM877181,GSM877182,GSM877183,GSM877184,GSM877185,GSM877186,GSM877187,GSM877188
565,1553051_s_at,3.118681267,3.238030531,3.3338910630000003,3.203079699,3.4535022189999998,3.07669668,3.265305222,3.2472447110000004,3.1928653860000002,2.994872951,3.237616918,3.325206878,3.3316490610000002,3.1100392039999996,3.64164994,3.198511265,3.163342423,3.2381292189999997,3.1996518519999997,3.1965574460000004,3.148245808,3.3663612769999998,3.1867223119999997,3.221065672,3.239574894,3.2650909919999997,3.3021212230000003,3.32360172,3.204979423,3.4371418639999995,3.1790215010000002,3.10214432,3.394001148,3.2785985839999996,3.283600634,3.2072600189999996,3.21887414,3.004908297,3.336397168,3.4788024980000003,3.5324141119999997,3.049603335,3.2045253160000002,3.2003061369999997,3.346922811,3.1344254460000003,3.087963167,3.3118958530000002,3.253038314,3.508545166,3.478580004,3.3988267139999997,3.2644917589999998,3.2402584219999997,3.096163677,3.3026465760000003,3.419439488,3.590069275,3.05209895,2.952082028,3.461861718,3.004327043
566,1553052_at,3.171499051,2.9902360569999997,3.125659963,3.1432889530000003,2.9394080000000002,3.087744841,2.882450637,3.21573968,3.047863436,3.3613888469999997,2.92607609,2.9106520139999996,3.057628417,2.8581381930000003,3.3670844730000002,2.8181021960000003,2.938130932,3.4627086360000003,3.175144876,2.982900791,2.706122277,2.8608486319999997,3.235891183,2.851824052,2.9818147130000003,2.977340206,2.9029056489999996,2.935241458,2.797656463,2.959119302,2.987186439,3.1070702999999997,3.1650593560000004,3.029282569,3.011879925,3.060557408,2.880521613,3.03531899,3.245917424,3.0142066360000004,2.751142335,2.932709918,3.1082001389999996,3.023148403,2.913831213,2.9515987,3.174654355,3.2865694160000003,3.25581957,2.996019308,2.9555240830000002,3.174041227,2.9935288769999997,3.203482019,2.735153625,3.06767336,3.1026800960000003,2.9106520139999996,3.0966090960000003,2.889377928,2.9217451239999996,3.29863235
567,1553053_at,3.255182505,3.019578469,3.28902297,3.0679839660000003,2.928310105,2.9751650869999997,3.097534855,3.24634753,3.2007499360000002,3.0090166560000005,3.1374934389999996,2.963641188,3.139484407,3.490382988,3.2043236439999996,3.1159730710000004,2.984974915,3.300623455,3.21966989,3.1460851880000003,3.257556662,3.0426386610000002,3.11532684,3.17018543,3.20897878,3.310145757,2.945556612,3.2487275230000003,2.971631129,3.014302984,3.081742625,3.082525618,3.16264863,2.879734375,3.2659542810000004,3.1731072589999996,3.0292463489999997,2.7927814619999998,3.4201923119999997,3.165642982,3.139250782,3.1139451160000005,3.171377007,3.060431152,3.069986909,3.339079294,3.045468304,3.0354265,3.1084406010000003,3.362149074,3.156230223,3.099011574,3.2572210619999997,2.9788329289999997,2.983085715,3.3628348480000003,3.078292932,3.029412616,2.8166320039999997,3.0890506380000002,3.039970354,2.932931957
568,1553055_a_at,2.977125932,3.262704142,3.220664387,3.616594236,2.8691223989999997,3.795485825,3.542004835,3.0867807860000003,3.116009723,3.157513909,2.843245465,2.92232349,3.3137189489999996,3.0319347000000003,2.896895567,3.2731462000000002,3.144813951,3.0266875680000003,3.425429205,3.6386882760000003,3.109454617,3.548198417,3.108291315,3.5464479339999997,3.054896215,3.182339062,2.7531605530000003,3.7931485339999997,3.2683454089999997,3.0407847039999996,3.3790695360000003,2.735947382,3.639557967,3.133318723,3.4512663960000003,2.9416321310000004,3.260737793,2.6961300689999996,3.029074734,3.024486972,2.752221475,3.112756187,2.763125492,2.516187785,2.987575075,3.4573737889999996,3.590778067,2.9581232999999996,3.0592323180000003,3.4280599310000004,3.09808793,3.137423376,3.0542301189999996,3.0535936130000003,3.090950406,3.156197985,3.151275657,3.815969825,3.289424116,2.927269265,3.088839769,2.8956528589999997
569,1553057_at,2.8068347160000005,2.867389862,3.0546581089999996,3.2086009439999996,2.882315292,2.92951125,2.964919422,3.1856543239999997,2.903313397,3.0086123280000003,3.0186582619999998,3.0105373460000004,3.178829252,2.931574851,2.89364096,3.012103394,3.004775905,3.255182505,3.1797201439999996,2.9258403580000003,3.179005697,3.002463026,3.263508709,2.946043252,3.015530219,3.122594786,2.748332197,3.152090947,3.1977449239999998,3.08895993,2.988035707,2.782638228,3.2493900389999997,3.049691422,2.8510026010000002,3.152634048,3.2482126239999998,2.773151028,2.886517345,2.9495195119999997,2.841145033,3.128228871,3.018128168,3.0097905160000002,3.0533364560000003,3.2847690380000003,3.019166928,2.950314456,2.9687259189999997,3.087958528,3.1029915989999997,3.145280299,2.997541168,3.092692412,2.8600957639999995,2.7636221069999998,3.1403639219999997,2.80597294,2.792784408,3.007632933,2.947402555,2.850993256
570,1553058_at,3.20194957,3.0988605660000004,3.503374141,3.438397292,3.0966109889999998,3.109888238,3.102266478,3.31929666,3.223552161,3.02661811,3.08209097,3.164815214,3.327523476,3.279897383,3.236076155,3.297335895,3.293571643,3.106797102,3.144631177,3.009548402,3.047687783,3.2012925880000003,3.345888953,3.269707071,3.3326973810000005,3.273214375,3.10403726,3.295150239,3.249765219,2.946218146,3.38565283,3.184420271,3.4772354080000003,2.990596069,3.263209363,3.004783358,2.947884442,3.254573007,3.2726392910000004,3.0122928860000004,3.200486111,2.773271057,3.160347789,3.167942959,3.006413387,3.4280047469999997,3.166494367,3.234802415,2.7948003289999996,3.0278076,3.396741475,3.369777278,3.286754821,3.227273672,3.136777417,3.0541805010000003,3.388280975,3.103793739,3.078162264,3.133637097,3.21174777,3.1874104869999997
571,1553059_at,2.534077698,2.9637548860000003,2.9638449319999998,3.066571865,2.8551005000000003,2.9638449319999998,2.864515294,2.9274082260000003,2.6396275240000002,2.7816508410000003,2.8594096419999997,2.801590792,3.008426643,2.8405846230000003,2.9007059889999995,2.78414853,2.658390283,2.713592078,3.2548827830000002,2.814414747,3.1538456530000003,2.923992297,2.981026552,2.746143753,2.7014262089999996,2.898631968,2.8901850760000003,2.899832183,2.893474616,2.61742734,2.960161508,2.712314965,2.935924819,2.8701216410000003,2.809768178,2.919047504,2.610878998,2.84577902,2.9169741030000003,2.539935217,2.8536551689999996,3.0687188869999997,3.029192932,2.750977413,3.0637966089999997,3.038932429,2.729896413,2.848717867,3.078522385,2.711729278,2.702345399,2.919783437,2.7529858560000005,2.8600381560000003,3.162627337,2.923951546,2.762326481,2.9358284869999998,2.649815898,2.7919873060000002,2.729358335,2.8600381560000003
572,1553060_at,3.5241008089999997,3.564622105,3.657321726,3.826714323,3.6634242589999997,3.7105750189999998,3.3601451539999996,4.006615616,4.052161957,3.8959827689999997,3.7743291119999998,3.351770806,3.75452491,3.712475997,3.705170083,3.8316261689999997,4.049716201,3.872747134,4.16011354,3.466897929,3.584381679,3.812335718,3.6256906680000003,3.692291591,3.595780422,3.6455512480000003,3.826196448,3.981300418,3.570889643,3.7062706,3.67394778,3.5585805919999998,3.410034967,3.792734129,3.615238548,3.823216134,3.709039355,3.571030147,3.986628473,3.609114025,4.091117103,3.6005422,4.022385255,3.680871642,3.691243458,3.72575457,3.758301228,3.91385241,3.834883317,3.812740916,3.992031883,3.6904773860000004,3.470001411,3.690593568,3.930038112,3.720466388,3.873495531,3.9156117810000004,3.576644173,3.609516036,3.6284993819999998,3.594240413
573,1553061_at,3.209674736,2.968701368,3.6082433660000004,3.5253343389999996,3.12813328,3.4405445969999997,3.392761305,3.173701872,3.1401644689999997,2.8739220060000004,3.2127708860000004,3.35449797,2.9577616339999997,3.27298452,3.229517506,3.343103923,3.059737698,3.113556439,3.1979514669999998,3.140754264,3.409919553,3.281383155,3.269032443,3.164588854,3.2851185139999997,3.2151606939999997,3.321676313,3.2630499580000003,3.042522504,2.908713408,2.8955586039999996,3.160722512,3.021060983,3.097803718,3.276124825,3.346334234,3.256889855,3.0913475310000003,3.2416211280000002,3.244886482,3.2343315689999996,3.020812357,3.411835552,3.298216487,3.236966138,3.107469935,3.009481467,2.9673745360000003,3.107469935,3.113387859,3.4995197339999997,2.9496328139999997,3.04264518,3.502779485,2.956205063,3.448579717,3.035153202,3.203591507,3.125383114,3.298715195,3.25635258,3.433933708
574,1553062_at,2.982591018,5.847793611,3.344886469,3.534024684,3.5036419569999997,3.1326836410000003,3.45234601,3.410983358,3.189071282,3.109384317,3.656442002,3.410625983,3.6848175839999997,3.755860902,3.417310023,2.945016991,3.30923615,3.4872535210000004,3.4213270660000004,3.655227149,3.37915104,3.688477424,3.537963618,3.175043234,3.4962262510000004,3.286365935,3.612326045,3.415984499,3.1526896210000004,3.3402857260000003,3.2614544810000003,3.233943754,3.427030616,3.2667199119999997,3.8859202839999996,3.4767846089999996,3.2240368860000004,3.42947043,3.528899173,3.359855927,3.5156496639999997,3.41603858,3.4972096489999998,3.307373511,3.74655459,3.7020215089999997,2.9737113280000003,3.384490229,3.5651120169999997,4.035049357,3.4719717439999997,3.515063715,3.551585603,3.8500538810000005,3.244327821,3.714203695,3.3585423580000002,3.330888133,2.8279515760000002,3.4843957989999996,3.370232357,2.9834713969999997
575,1553063_at,3.754245951,4.313986838,3.79488792,4.072822532,3.945065014,4.106786918,3.6802895189999996,4.124573471000001,3.757433546,3.819658025,4.133166066999999,3.998936265,3.937730145,3.907953633,3.884399132,3.980967553,4.176448292,3.665993388,4.386151558,3.918751227,4.052962306,4.009923146,3.515688108,4.16621924,4.217955761,4.017113807,3.7048486130000002,3.9034344639999996,3.9333367519999998,3.926001882,3.93451335,4.24025237,4.16662825,3.7942177480000003,3.8393300389999996,4.054501451,3.8798343230000003,3.7131089260000003,3.921844863,3.779788587,4.070816454,3.949206264,3.942356386,3.989892947,4.025362283,4.358212425,3.3900878889999997,3.857903013,4.001757456,4.20418589,4.21967946,4.081035107,3.848059342,3.9753434189999997,3.8798343230000003,4.166420813,4.1226308089999995,3.917254742,3.6733896410000004,3.992335929,3.873005603,3.659683073
576,1553064_at,3.310641158,3.445145616,3.3103889669999997,3.382433073,3.1075276869999997,3.483705412,3.269832824,3.262185389,3.201574054,3.376790403,3.25837986,3.3837387910000003,3.343697596,3.586363092,3.50933392,3.478193305,3.340790152,3.3888829819999997,3.7040505969999997,3.710349753,3.159957887,3.284134994,3.354082895,3.2704396780000002,3.572337258,3.339630545,3.418504702,3.508127475,3.397839683,3.3559230280000003,3.3790695360000003,3.2369916489999997,3.481934095,3.0066796680000003,3.295884804,3.4183061169999998,3.453748364,3.3347236739999997,3.6859535880000003,3.4280047469999997,3.745321461,3.269623169,3.399610648,3.215935216,3.389375023,3.361439616,3.1150333810000004,3.282108142,3.345835515,3.32184848,3.278744775,3.380332461,3.492647898,3.608019417,3.1355589569999998,3.411600233,3.2865795739999997,3.2332759230000003,3.1141576019999997,3.1146384489999996,3.1995058789999997,3.3772562510000004
577,1553066_at,3.278507644,3.060664627,2.9007613819999998,3.4752499639999996,2.9851884089999996,2.946781658,3.174471837,3.040406366,3.030341408,3.222313315,3.222584307,3.12744694,3.092703352,3.307055993,3.24990364,3.054181147,3.455213744,3.214846852,3.577043451,3.6090961289999997,3.228600985,3.2115383239999997,3.060461914,3.2379994130000003,3.248130568,2.913625275,3.270549688,3.218591805,3.27104778,3.418535518,3.087966573,3.006043867,3.404665768,3.10955406,3.196655479,3.191869751,3.665945892,3.149533948,3.4510881689999997,3.222313315,3.212523641,3.107519015,3.387128713,3.002845269,3.469277197,3.236927179,2.7821040910000003,2.945563605,3.14434309,3.3329682789999997,3.1852264710000004,3.343912509,3.413708302,3.5258844289999995,3.041882797,3.1989181610000004,3.269143517,3.314970952,2.955346982,3.2312933999999998,3.1796560360000004,3.097344115
578,1553067_a_at,3.864118799,3.6884367460000003,4.049034825,3.60311704,3.7453360489999996,3.5019090889999998,3.727436887,3.5710584119999997,3.7836765569999997,3.7539799539999996,3.695443413,3.776173861,3.721325466,3.5829978739999997,3.9743648310000004,3.9674177910000004,3.74716783,4.024769994,3.9738210880000002,3.725025724,3.856131112,3.885889943,3.88325203,3.785445805,4.019214435,3.726991545,3.7735076660000004,3.7943823219999997,3.6976812760000004,3.61079246,3.8220979280000003,3.856199372,3.4619835389999998,3.887813275,3.745554305,4.295096817,3.714498406,3.707690115,4.0619459860000005,3.7687221560000004,3.99200755,3.807889845,3.995792896,3.5964849539999997,3.9318159269999997,3.785462913,3.61184929,3.925670282,3.6716856260000004,3.833362743,3.854697172,3.775199797,3.853425717,3.8470069760000003,3.720457377,3.6811477089999998,3.506119272,3.7768267489999996,3.3019172489999997,3.83977559,3.6120807530000003,4.033139416
579,1553069_at,2.931881041,2.9405206739999996,3.103698393,3.1520953080000003,3.1242670319999997,2.993763148,2.9006370639999997,2.7541014269999997,3.13114814,2.524163179,3.109158977,2.883517008,2.921254105,2.975812827,2.802537315,2.8283776780000003,3.329039264,3.0960211460000004,2.9701883369999997,3.316015005,3.445244083,3.129340932,2.7421266889999996,2.7421266889999996,2.791818255,2.981351182,2.909659765,2.748191041,2.7772804160000004,3.37013407,2.8693217189999998,3.13612953,3.1718134719999997,3.1579832139999997,3.113040573,3.1239594760000005,2.945270427,2.904501928,2.94687074,2.861058421,3.187702385,2.9130367980000003,2.846491218,2.882545045,2.889400355,3.1698964289999996,2.797114315,2.9731666089999997,3.1045964930000003,3.0021596789999996,3.034614043,2.725488848,2.987326803,3.130730272,3.082228512,3.281094772,2.91025076,3.072564165,2.818619881,2.645874496,2.6518776269999997,2.9868867480000003
580,1553070_a_at,3.19209433,3.0497939,3.458832377,3.17018543,2.971212187,3.215708308,3.010125667,3.2219366089999997,3.1370429580000003,3.423141797,2.8608357339999997,3.1759241830000002,3.237176173,3.1403692139999997,3.5339390460000004,3.22721541,2.919800907,3.1056105539999996,3.508412023,3.0206380439999996,3.231577708,3.236639032,3.144865119,3.126415797,3.3641637139999996,3.1661015339999996,3.08650474,3.507442338,3.357020926,3.060018791,3.0132540430000003,3.14295028,3.032975547,2.960485668,3.0305731760000003,3.493372646,3.335685851,2.942525468,3.358244206,3.042348612,3.2350144710000004,2.940574942,3.505789393,3.265957387,3.0622020819999998,2.924154767,2.9931886239999996,3.1350940819999997,3.4228794239999996,3.0771708789999996,3.4151949580000003,3.0412691769999998,3.302367825,3.289652644,3.162627337,3.082595122,3.226742924,3.1908049569999997,3.09642667,3.270844447,2.906741302,2.7661473069999998
581,1553071_a_at,3.1605682980000003,3.134747035,3.243367655,3.132622348,2.9674309389999998,3.4168398939999998,3.02295772,3.5669309439999997,3.021407028,3.2755701260000003,3.2019244860000002,3.7363601969999998,3.075019689,3.1678778210000003,3.486669006,3.1072991119999998,3.160585352,3.637460781,3.474272185,3.0631785839999996,3.3833657560000003,3.5252766589999998,3.478701376,3.156736965,3.390455976,3.30343546,3.37656188,3.474930363,3.528530354,3.4039623889999997,2.99074654,3.2259176710000004,3.380081368,3.264564248,3.2063310389999997,3.5573918030000002,3.167555007,3.193811554,3.097733018,3.2263801560000003,3.325936441,3.1069208410000004,3.339477828,3.0584816960000003,3.146040627,3.0497670660000002,3.388983322,3.079558155,3.370179929,3.173672929,3.2191071069999997,3.2058333610000003,3.27396221,3.0236685480000003,3.493099883,3.2340554260000003,3.288821392,3.214596995,3.745823793,3.295324675,3.2967783369999997,3.0687188869999997
582,1553072_at,3.168720537,3.172089718,3.0215415219999997,2.933639365,2.941259166,2.985391985,3.020225163,3.024071192,2.9558108819999998,3.032103027,3.120316776,3.1390944530000002,2.913662567,3.1073985989999997,2.87586629,2.998406038,3.212842877,3.19960718,3.003494727,3.0609928969999998,3.0738086719999997,3.1026842919999997,3.059221328,2.8648545789999997,3.248822917,3.0307593999999995,2.769398844,3.025942125,3.001601935,2.806048301,3.06201896,3.1928429130000002,3.24571261,2.9732101710000003,3.117152795,3.27213115,3.2362572860000003,3.28086315,3.3834075830000003,3.004057731,3.019348199,2.83516421,2.980604032,2.95915756,3.1592193180000003,2.900780974,3.14816496,2.9220114089999996,3.0597637810000005,2.899837981,3.2152435010000002,3.419819191,3.015284318,2.982365523,2.8325083060000003,3.312145455,3.1392882460000004,3.067023427,3.058978142,2.8228178219999998,3.309780547,3.139290302
583,1553074_at,2.7788820610000005,3.0768380189999998,2.910370908,2.889260993,2.736567861,3.057467734,2.954267652,2.757324248,2.831545455,3.092802341,3.012737649,2.8826429410000003,3.071153853,3.116138203,2.9586416960000004,2.681196241,2.955985413,3.111015465,2.980796996,3.204010488,2.727053455,2.8753376810000004,3.143148802,2.882404471,3.039878396,2.7338623660000003,3.0057527360000003,3.0705387219999998,2.82671975,3.076021794,2.956196088,2.881018226,2.911359702,3.058486717,2.954814335,3.3108473469999997,3.106128356,2.984248019,3.056271727,2.908647017,2.926848758,3.025046265,2.888738863,2.983685825,2.67681353,2.989290892,2.9948017589999996,2.820329063,3.052940265,3.078972924,3.1565619860000003,3.2634825000000003,2.937636702,2.894157069,2.881702901,2.927448881,2.885787029,2.6980171669999997,2.9275172510000003,2.9777846230000002,2.859021026,2.9734515439999996
584,1553075_a_at,2.717559584,2.638651554,2.525142246,2.743168308,2.7476869280000003,2.385509398,2.691457808,2.690088753,2.7769306539999996,2.842651821,2.517062691,2.7059981339999997,2.659192111,2.9481958980000003,2.56394057,2.600765758,2.666130564,2.709590846,2.654233791,2.567673337,2.682191685,2.6999557530000002,2.560312005,2.704760493,2.804666572,2.6908758130000003,2.547113461,2.581665438,2.388010553,2.551220077,2.663829947,2.609314253,2.806847631,2.492069566,2.8715379110000003,2.503440834,2.781691197,2.6171316119999997,2.91623801,2.7204348080000003,2.8051810169999998,2.507683741,2.8609047810000003,2.6472957480000003,2.451141433,2.6479978330000002,2.2912742919999998,2.752863973,2.77028639,2.559186698,2.654224374,2.696509755,2.800826619,2.457661516,2.647902586,2.834787341,2.5665322999999995,2.662950951,2.671573708,2.7907159669999997,2.546605826,2.645466976
585,1553076_at,2.947382643,2.7526813999999997,2.803704549,2.8414538169999997,2.934148923,2.903296236,2.7051383610000004,2.709135438,2.9220532610000003,3.0884810380000003,2.910638783,3.145970747,3.305467925,2.947283848,3.0304189160000004,2.834479047,2.675633077,2.643980982,3.05283856,2.923598557,2.998171615,2.90146182,2.971919685,2.710224625,2.7227617239999997,2.881066802,3.11489394,2.801839572,2.888705252,2.967875339,2.815367995,2.978028793,3.001207378,2.8805324910000003,3.078476707,3.078638053,2.912236961,2.8952830310000004,3.084117698,2.716550616,2.812036858,2.897972657,2.733756449,2.99638375,2.8381619739999997,2.912475368,2.973197972,2.909040604,2.964563964,2.910945346,2.920892051,3.0495221939999997,2.982898683,2.962019578,2.826898141,2.95906181,2.9440104760000003,2.910945346,2.902790323,2.665284946,2.784550685,2.846377936
586,1553077_at,2.856699995,3.102276352,2.881017664,2.73738698,3.060629216,2.8488301889999996,3.027891893,3.020568308,2.9118559939999997,3.1423606719999997,3.271219318,2.8405183419999998,3.2901506439999997,3.136042947,3.1849810260000004,2.9225716189999997,2.8157373889999997,2.982140686,3.1837915039999998,3.0779609939999997,3.107056543,3.074576734,3.0481266760000003,3.033459249,3.1333445039999996,3.0405984580000003,3.03412821,3.2666403010000002,2.946867314,2.922836282,2.9256149810000003,2.9212512239999997,3.071880096,2.965966825,2.985671569,3.462107243,3.23657152,2.878916645,3.122154292,3.0221008410000003,3.009937,2.812838551,3.130807484,3.181491795,2.708999281,3.09534049,2.8580112669999997,2.991494794,3.2281004889999996,2.844579892,2.824446659,3.083699515,3.074319182,2.902060138,2.921634801,3.0749414839999996,3.236476241,3.211311512,2.933471163,3.175088536,3.1633472,2.944975445
587,1553078_at,3.0780182910000002,3.33452009,3.04133648,3.7414218439999996,3.219779504,3.576168389,3.369995365,3.5580083260000004,3.131059736,3.167379046,3.2900127660000003,3.9781785810000003,3.601531088,3.312599352,3.5068650289999996,3.5725601510000002,3.070166098,3.2785621610000004,3.621984582,3.328255223,3.534508381,3.388646995,3.6247058539999997,3.29375523,3.072910098,3.489082495,3.316788307,3.3917162160000003,3.314047302,3.4879815080000003,3.140613821,3.168345087,3.5779930010000003,3.211134729,3.445383096,3.12737033,3.357246565,3.347044574,3.410267123,3.1604144869999997,3.25505974,3.30226318,3.8268905930000003,3.331807037,3.66847798,3.352181491,3.410433919,3.45799134,3.260766631,2.908146196,3.544713283,3.5735359910000004,3.453410125,3.264307356,3.378881877,3.011137482,3.163062146,3.052335053,3.44174681,3.2823187289999995,3.478672211,3.033487415
588,1553079_at,2.927306839,3.2067391489999997,2.770770777,3.0693866610000002,2.951876992,2.95304146,2.992683144,3.066821692,2.9247544389999995,3.073767174,3.1992267389999998,2.940804697,2.797990178,3.1280357000000003,3.341520778,3.182136282,2.970465238,2.768449752,3.3554814139999998,2.9971362569999997,2.9520419589999998,3.099186506,2.8658229669999997,3.094005604,3.167480805,3.137315037,3.519539289,2.992019855,2.905222425,3.1786791660000002,3.001831441,2.79879613,3.004345878,3.354082895,3.0714627880000003,2.960202155,2.993926604,3.2372060210000004,3.112156831,3.188770206,2.897059604,2.970393338,2.926802482,3.2150085660000003,3.068736574,3.3284420480000003,2.98007757,2.919230593,3.347052037,3.058632963,2.9321237730000003,3.4844684889999997,3.1067717310000003,3.123267353,3.1075035669999997,3.0523000789999997,3.1503761939999997,3.181932759,2.965008983,3.120187483,2.985796587,2.7096777519999997
589,1553080_at,2.956518333,3.106289618,3.2653655510000004,3.138353949,2.95286211,3.0165018160000003,3.365014625,3.117718157,2.939844776,2.679164635,3.0342886160000004,3.178206045,2.92094531,3.223674897,3.107503967,3.157060252,3.0590238089999997,2.752813836,2.973895179,3.06420445,3.04510023,3.135009055,3.1581538719999998,3.004059634,3.038476559,2.918039939,3.13625867,3.126093441,3.017319197,2.9139600760000004,2.9752769480000003,2.956518333,3.0527958230000003,2.8376444989999996,3.143619415,3.426795765,3.2967783369999997,3.0085920539999997,3.3227228139999996,3.0112166019999997,3.1017115289999997,3.0717160210000003,3.296948968,3.0471461810000005,3.059748068,3.114783459,2.686459932,2.951399168,3.015714832,3.1516012669999998,3.1280471430000003,3.178206045,3.42003865,2.838968859,2.9211705610000003,3.1793808230000002,2.80949752,2.971193893,2.996660888,2.907688907,2.823261058,3.0993815789999997
590,1553081_at,4.712251793,4.877939955,5.0437195589999995,4.811542843,4.74188188,4.832579056,4.848017008999999,4.8038118910000005,4.51144232,4.818314881,4.8724706069999995,4.661201473,4.7729835210000005,4.731664174,5.313970648,4.828266874,4.550633931,4.641556163,5.10615608,4.700853471,4.404192613999999,4.796326448,5.215859083,4.534806297,4.971300539,5.177491863,4.7586192810000005,5.032525574,4.855482248,4.534806297,4.905620492,4.9861608010000005,4.582783095,4.512874378,4.8150922419999995,4.559916386,4.857434822,4.741505505,4.889731223,4.8824667,4.640586112,4.786354998,4.821675189,4.67194658,4.981342403999999,4.8206657260000005,4.66965741,4.957279722,4.782787314,4.913608795,5.077267181,4.9201508039999995,4.695867088,4.9147320180000005,4.746902651,4.761261664,4.827083684,4.73829336,4.446398135,4.735196138,4.6540318,4.801790141000001
591,1553082_at,3.476394206,3.445397175,3.55041437,3.402001346,3.811951793,3.422670922,3.551793232,3.6001364110000003,3.537319325,3.7767703760000004,3.5976518680000003,3.50278856,3.653764175,3.6991834860000004,3.661558579,3.4048557980000003,3.5809373030000002,3.255182505,3.6306270560000002,3.669175754,3.560472701,3.984139655,3.408159255,3.3146746769999997,3.5278226910000003,3.5872039539999996,3.698073412,3.435741909,3.658234347,3.6313141630000003,3.5854546239999996,3.51998002,3.621172278,3.7613878960000005,3.7031266510000003,3.636798935,3.831774335,3.586552708,3.5807915589999997,3.598105518,3.643058414,3.850176387,3.942356386,3.594598708,3.452084583,3.456840759,3.104675972,3.259058267,3.555606891,3.431592615,3.504035762,3.874593131,3.6465191519999998,3.5828234269999997,3.8934994260000004,3.5437561239999997,3.889345006,3.555138281,3.3695719289999997,3.898746605,3.602867972,3.535493495
592,1553083_at,3.5125655019999997,3.417269788,3.797626287,3.529660587,3.589039979,3.731694956,3.3486693780000003,3.544439645,3.575117698,3.518532035,3.579288224,3.440736125,3.821461895,3.595850806,3.9365164810000004,3.4771631789999997,3.262546592,3.675505476,3.9063094489999997,3.6090961289999997,3.4039044410000003,3.79379021,3.590789462,3.44312599,4.121478674,3.5037628610000002,3.7539917999999997,3.6555726,3.524590377,3.284131224,3.3289828989999997,3.6194749219999998,3.5132230000000004,3.599665622,3.713236256,3.8011076619999997,3.452943605,3.778713685,3.901302191,3.5085559710000003,3.68016358,3.6999689819999997,3.662851463,3.6965396669999997,3.629226468,4.2336335730000005,3.473135695,3.682458965,3.423180757,3.786335966,3.903705164,3.5923281910000004,3.510726343,3.485434591,3.4668656739999997,3.7667208619999997,4.051183249,3.486856785,3.035774098,3.358594659,3.3735675639999996,3.67025593
593,1553084_at,2.9402919730000003,2.963983494,2.77028639,2.8870978,2.81629493,3.110322384,3.002395496,2.852764195,2.775111765,3.0196572230000003,3.0500054389999995,3.253544373,3.031504056,2.924988665,3.108351542,2.8357264339999997,3.2145290539999998,2.71649063,3.439213855,2.999419853,2.750491929,3.0892334239999997,2.928687778,2.7231269869999997,3.0302885089999996,3.1378051260000004,2.9734816910000004,3.3367288410000002,2.991154051,2.951518632,2.8290609730000003,2.892508733,2.7264651619999998,2.953894075,2.83931261,3.073554213,2.9273288789999996,3.127378643,2.822696423,2.7109485230000003,2.752081403,3.04451013,2.793148148,2.727732819,2.7659696260000004,2.925420595,2.9521162160000003,2.90872445,3.0156858410000003,2.70077544,3.0271178880000003,3.271364621,2.981268356,2.943974134,2.8336359110000005,2.95906181,2.93528573,3.4741314780000003,2.4634559069999997,3.059576398,2.8914677589999997,2.8226910960000002
594,1553086_at,2.840497016,2.8971651960000004,2.6852277019999997,2.58967539,2.713604552,2.784430908,2.591632556,3.029417612,2.706712488,2.80974947,2.744409146,2.85096994,2.8883537660000003,2.783114078,2.958071791,2.7405548289999997,3.015033344,2.754424236,3.0238761189999996,2.689415182,2.6820878919999998,2.621803056,2.8984459030000003,2.637329378,2.7139923660000003,2.85374599,2.891915133,2.662006283,2.988719562,2.814048447,2.578591305,2.730534009,2.689954101,2.546525215,2.8799600389999997,3.0132540430000003,2.756275283,2.81838297,2.861453895,2.8563892889999996,2.85190156,2.734928463,2.598844999,2.8641642860000003,2.891636155,3.002270313,2.71391061,2.706295035,2.8014336010000003,2.783924786,3.221367167,2.791148829,2.716255791,2.77887788,2.766303595,2.824108072,2.85789002,2.7611237639999997,2.752786558,2.810068727,2.885154477,2.911160237
